ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
ENSMUSG00000000001	3351.28232977704	0.157245572325708	0.196992054105958	0.798233071071633	0.424735249286729	0.999988677099835	FALSE
ENSMUSG00000000028	152.517847806667	-0.0924548353359843	0.263426723274177	-0.350969841581928	0.725610973897459	0.999988677099835	FALSE
ENSMUSG00000000031	2640.59379910547	0.0320339863884614	0.587630756804434	0.0545138014263649	0.956525812992364	0.999988677099835	FALSE
ENSMUSG00000000037	86.1121263869038	-0.10848531695187	0.415494410951063	-0.261099341152503	0.79401589974721	0.999988677099835	FALSE
ENSMUSG00000000056	993.221085957357	-0.024682345987791	0.305062909250081	-0.0809090362655563	0.935514293627974	0.999988677099835	FALSE
ENSMUSG00000000058	1052.37767211315	0.337487897171225	0.326939362933744	1.03226449743715	0.301948227794843	0.999988677099835	FALSE
ENSMUSG00000000078	3688.09388951471	0.259017181386254	0.151897732622459	1.7052076875304	0.0881556967730522	0.999988677099835	FALSE
ENSMUSG00000000085	1222.90680565965	0.0539055773872877	0.145903873551503	0.369459535755639	0.711785228737917	0.999988677099835	FALSE
ENSMUSG00000000088	1672.39219364703	-0.0521495590251674	0.520010122500098	-0.100285661314521	0.920117540715194	0.999988677099835	FALSE
ENSMUSG00000000093	404.821505677051	-0.305768316415221	0.296061135475884	-1.03278775825721	0.301703233827922	0.999988677099835	FALSE
ENSMUSG00000000094	8.0102051985204	-0.224299384853534	0.795273440695494	-0.282040582994167	0.777912392188805	0.999988677099835	FALSE
ENSMUSG00000000120	214.414723915778	0.193000813517001	0.2717931898459	0.710101727075749	0.477641055405989	0.999988677099835	FALSE
ENSMUSG00000000125	13.4748235700677	0.119207653575517	0.812134854696083	0.146783077817941	0.88330324194451	0.999988677099835	FALSE
ENSMUSG00000000126	245.289236306419	-0.14101607730604	0.315256384239881	-0.447306016168543	0.654654123759288	0.999988677099835	FALSE
ENSMUSG00000000127	919.129609572749	-0.114028152786752	0.160785519997524	-0.709194166169366	0.478203993240971	0.999988677099835	FALSE
ENSMUSG00000000131	2630.67109262619	0.0686078570723933	0.100786004258463	0.680728019502095	0.496043603409695	0.999988677099835	FALSE
ENSMUSG00000000134	910.813540322571	0.0219121470265375	0.164145348668699	0.133492342026478	0.893804020246146	0.999988677099835	FALSE
ENSMUSG00000000142	522.154823970971	-0.351278930348064	0.122723713669822	-2.86235577333612	0.00420504594110703	0.432599333554539	FALSE
ENSMUSG00000000148	506.336503210041	-0.112971117447125	0.182107714698201	-0.620353276270292	0.535025226648921	0.999988677099835	FALSE
ENSMUSG00000000149	1319.80626682899	-0.0509200222345742	0.183246771617652	-0.277876776682429	0.781106951619953	0.999988677099835	FALSE
ENSMUSG00000000154	405.553659911613	-0.152213787953667	0.301197630126174	-0.505361837972974	0.613304717327191	0.999988677099835	FALSE
ENSMUSG00000000159	57.3660476408314	-1.55107512640486	0.688753265255327	-2.25200402618761	0.024322017585564	0.8805821263343	FALSE
ENSMUSG00000000167	258.406277837389	-0.0783950758957543	0.410985548028504	-0.190748984415182	0.84872225921185	0.999988677099835	FALSE
ENSMUSG00000000171	1397.46965803657	-0.0398943937845349	0.401362120683357	-0.0993975059644666	0.920822662911121	0.999988677099835	FALSE
ENSMUSG00000000182	16.2351083139456	0.96712213899685	0.809145945806044	1.19523819406082	0.231993979877774	0.999988677099835	FALSE
ENSMUSG00000000183	20.4843264103334	-0.875360896617827	0.884984585378146	-0.989125586005312	0.322601700698767	0.999988677099835	FALSE
ENSMUSG00000000184	4155.86627138274	0.180764197101924	0.182247243114847	0.991862450221051	0.321264628550187	0.999988677099835	FALSE
ENSMUSG00000000194	2237.06826144017	0.00238991542897122	0.112286318128947	0.0212841196398184	0.983019011662318	0.999988677099835	FALSE
ENSMUSG00000000197	68.2484238362646	-0.345302374597108	0.393954346689842	-0.87650352762566	0.380756359495988	0.999988677099835	FALSE
ENSMUSG00000000202	10.4945228838071	0.225861470664759	0.862705794350658	0.261805904334699	0.793471086800343	0.999988677099835	FALSE
ENSMUSG00000000204	369.901141103056	-0.44629023635186	0.637804992524926	-0.69972835205491	0.484096966853194	0.999988677099835	FALSE
ENSMUSG00000000216	432.309847958132	-0.0505882569165069	0.457688825375201	-0.110529805649146	0.911989213188564	0.999988677099835	FALSE
ENSMUSG00000000223	268.892682672597	-0.328868169841615	0.39650143463967	-0.829424917820239	0.406864006367292	0.999988677099835	FALSE
ENSMUSG00000000244	234.344072333297	0.728143944128419	0.385460986751359	1.88902111797401	0.0588889990566493	0.999988677099835	FALSE
